Source	Interaction	Arrow	Arrow_Type	Dashes	Color	Target
hsa:158835	reaction	True	arrow	False	blue	C02075
hsa:7157	missing interaction	True	arrow	True	black	hsa:578
hsa:2053	reaction	True	arrow	False	blue	C14771
C00063	reaction	True	arrow	False	blue	hsa:5167
hsa:406911	inhibition	True	circle	False	black	hsa:578
hsa:7205	activation	True	arrow	False	black	hsa:8767
hsa:1543	reaction	True	arrow	False	blue	C01598
hsa:4908	activation	True	arrow	False	black	hsa:4916
hsa:162466	reaction	True	arrow	False	blue	C00189
hsa:391	activation	True	arrow	False	black	hsa:1432
hsa:107	reaction	True	arrow	False	blue	C00044
hsa:406971	inhibition	True	circle	False	black	hsa:5604
C05638	reaction	True	arrow	False	blue	hsa:4128
hsa:100526794	reaction	True	arrow	False	blue	C00655
C05345	reaction	True	arrow	False	blue	hsa:5207
hsa:5290	phosphorylation	True	circle	True	black	hsa:10000
hsa:7186	activation	True	arrow	False	black	hsa:56848
hsa:4790	activation	True	arrow	False	black	hsa:114548
hsa:3303	inhibition	True	circle	False	black	hsa:5599
C16164	reaction	True	arrow	False	blue	hsa:3992
hsa:1066	reaction	True	arrow	False	blue	C07447
hsa:101060521	reaction	True	arrow	False	blue	C00063
hsa:6833	indirect effect	True	arrow	True	black	hsa:773
C05477	reaction	True	arrow	False	blue	hsa:1109
hsa:6772	expression	True	arrow	False	black	hsa:6514
C14800	reaction	True	arrow	False	blue	hsa:2052
hsa:501	reaction	True	arrow	False	blue	C00956
hsa:570	reaction	True	arrow	False	blue	C05466
hsa:6489	reaction	True	arrow	False	blue	G00108
hsa:7157	expression	True	arrow	False	black	hsa:143686
hsa:1824	missing interaction	True	arrow	True	black	hsa:1824
hsa:4790	expression	True	arrow	False	black	hsa:7422
hsa:2643	reaction	True	arrow	False	blue	C04895
hsa:7372	reaction	True	arrow	False	blue	C00119
hsa:339403	binding/association	False	NA	False	black	hsa:2770
hsa:23705	binding/association	False	NA	False	black	hsa:23705
hsa:3553	activation	True	arrow	False	black	hsa:7850
C04295	reaction	True	arrow	False	blue	hsa:3283
hsa:9415	reaction	True	arrow	False	blue	C16300
hsa:468	expression	True	arrow	False	black	hsa:5071
hsa:3423	reaction	True	arrow	False	blue	G13035
hsa:22877	expression	True	arrow	False	black	hsa:5313
C00280	reaction	True	arrow	False	blue	hsa:1586
hsa:5350	inhibition	True	circle	False	black	hsa:488
hsa:3674	activation	True	arrow	False	black	hsa:10672
hsa:257202	reaction	True	arrow	False	blue	C04742
hsa:2064	activation	True	arrow	False	black	hsa:5290
hsa:54995	reaction	True	arrow	False	blue	C01209
hsa:10370	repression	True	circle	False	black	hsa:665
C00951	reaction	True	arrow	False	blue	hsa:10720
hsa:11035	phosphorylation	True	circle	True	black	hsa:197259
C00195	reaction	True	arrow	False	blue	hsa:166929
hsa:7299	reaction	True	arrow	False	blue	C00822
hsa:5163	activation	True	arrow	False	black	hsa:56288
hsa:4860	reaction	True	arrow	False	blue	C01762
hsa:5970	repression	True	circle	False	black	hsa:664
hsa:6772	expression	True	arrow	False	black	hsa:595
hsa:5290	indirect effect	True	arrow	True	black	hsa:6517
hsa:405753	activation	True	arrow	False	black	hsa:50506
C00022	reaction	True	arrow	False	blue	hsa:160287
hsa:2356	reaction	True	arrow	False	blue	C00101
hsa:2150	activation	True	arrow	False	black	hsa:2776
hsa:144715	binding/association	False	NA	False	black	hsa:3364
C00473	reaction	True	arrow	False	blue	hsa:10170
hsa:4851	expression	True	arrow	False	black	hsa:2064
hsa:2625	expression	True	arrow	False	black	hsa:3567
hsa:472	activation	True	arrow	False	black	hsa:11200
hsa:145226	reaction	True	arrow	False	blue	C00376
hsa:6714	activation	True	arrow	False	black	hsa:3716
C16236	reaction	True	arrow	False	blue	hsa:11019
hsa:2770	activation	True	arrow	False	black	hsa:5290
hsa:23761	reaction	True	arrow	False	blue	C00350
hsa:7494	expression	True	arrow	False	black	hsa:1050
C04598	reaction	True	arrow	False	blue	hsa:254531
C00430	reaction	True	arrow	False	blue	hsa:210
hsa:406913	inhibition	True	circle	False	black	hsa:5296
hsa:10858	reaction	True	arrow	False	blue	C00187
hsa:8942	reaction	True	arrow	False	blue	C02700
hsa:253430	reaction	True	arrow	False	blue	C04477
hsa:673	activation	True	arrow	False	black	hsa:5604
hsa:3595	expression	True	arrow	False	black	hsa:8807
hsa:84245	reaction	True	arrow	False	blue	C04188
C04549	reaction	True	arrow	False	blue	hsa:5289
hsa:593	reaction	True	arrow	False	blue	C00109
C00735	reaction	True	arrow	False	blue	hsa:1589
hsa:5621	binding/association	False	NA	False	black	hsa:3915
hsa:6720	activation	True	arrow	False	black	hsa:2645
hsa:2581	reaction	True	arrow	False	blue	C00195
hsa:5594	activation	True	arrow	False	black	hsa:9252
hsa:4760	expression	True	arrow	False	black	hsa:3630
hsa:8702	reaction	True	arrow	False	blue	G00066
hsa:2770	inhibition	True	circle	False	black	hsa:111
C16162	reaction	True	arrow	False	blue	hsa:9415
hsa:4780	expression	True	arrow	False	black	hsa:25828
C00363	reaction	True	arrow	False	blue	hsa:10201
hsa:3557	activation	True	arrow	False	black	hsa:7850
hsa:119391	reaction	True	arrow	False	blue	C14847
hsa:8517	activation	True	arrow	False	black	hsa:4792
hsa:3630	activation	True	arrow	False	black	hsa:10062
hsa:5618	activation	True	arrow	False	black	hsa:3717
hsa:2798	activation	True	arrow	False	black	hsa:2778
C00079	reaction	True	arrow	False	blue	hsa:2805
hsa:5290	activation	True	arrow	False	black	hsa:5335
hsa:10690	reaction	True	arrow	False	blue	G00086
hsa:7139	binding/association	False	NA	False	black	hsa:7137
hsa:314	reaction	True	arrow	False	blue	C00601
hsa:9732	activation	True	arrow	False	black	hsa:5906
C04244	reaction	True	arrow	False	blue	hsa:6697
C15522	reaction	True	arrow	False	blue	hsa:121278
hsa:100132074	expression	True	arrow	False	black	hsa:1030
hsa:2549	activation	True	arrow	False	black	hsa:5290
hsa:5163	activation	True	arrow	False	black	hsa:50855
hsa:2752	reaction	True	arrow	False	blue	C00025
hsa:3458	activation	True	arrow	False	black	hsa:3454
C01720	reaction	True	arrow	False	blue	hsa:55556
hsa:3728	activation	True	arrow	False	black	hsa:51176
hsa:7157	missing interaction	True	arrow	True	black	hsa:1026
hsa:7414	activation	True	arrow	False	black	hsa:60
C20877	reaction	True	arrow	False	blue	hsa:54898
C05108	reaction	True	arrow	False	blue	hsa:7108
hsa:50807	activation	True	arrow	False	black	hsa:382
hsa:7189	activation	True	arrow	False	black	hsa:3663
C00037	reaction	True	arrow	False	blue	hsa:1610
hsa:658	binding/association	False	NA	False	black	hsa:659
hsa:2353	expression	True	arrow	False	black	hsa:3567
hsa:6093	activation	True	arrow	False	black	hsa:4627
hsa:4233	activation	True	arrow	False	black	hsa:3716
hsa:23236	activation	True	arrow	False	black	hsa:5578
hsa:2992	reaction	True	arrow	False	blue	C00718
hsa:55748	reaction	True	arrow	False	blue	C00884
hsa:5087	expression	True	arrow	False	black	hsa:1586
C01144	reaction	True	arrow	False	blue	hsa:1962
hsa:6358	activation	True	arrow	False	black	hsa:1230
C06128	reaction	True	arrow	False	blue	hsa:10825
hsa:406902	inhibition	True	circle	False	black	hsa:5594
hsa:5566	activation	True	arrow	False	black	hsa:6546
hsa:7132	activation	True	arrow	False	black	hsa:4843
hsa:2778	activation	True	arrow	False	black	hsa:100137049
hsa:1499	activation	True	arrow	False	black	hsa:260425
hsa:3098	reaction	True	arrow	False	blue	C00085
hsa:1855	binding/association	False	NA	False	black	hsa:57216
hsa:119391	reaction	True	arrow	False	blue	C00051
C00178	reaction	True	arrow	False	blue	hsa:1806
hsa:4193	binding/association	False	NA	False	black	hsa:3659
G13097	reaction	True	arrow	False	blue	hsa:120071
hsa:5566	activation	True	arrow	False	black	hsa:3164
hsa:10380	reaction	True	arrow	False	blue	C00224
hsa:81671	activation	True	arrow	False	black	hsa:441925
C00082	reaction	True	arrow	False	blue	hsa:1644
hsa:7172	reaction	True	arrow	False	blue	C16619
hsa:1728	reaction	True	arrow	False	blue	C05819
hsa:11282	reaction	True	arrow	False	blue	G00020
hsa:10533	activation	True	arrow	False	black	hsa:11337
hsa:5829	binding/association	False	NA	False	black	hsa:7414
hsa:693187	inhibition	True	circle	False	black	hsa:11186
C00334	reaction	True	arrow	False	blue	hsa:55748
hsa:10368	compound	True	arrow	False	blue	hsa:5923
hsa:10207	binding/association	False	NA	False	black	hsa:64398
hsa:29780	binding/association	False	NA	False	black	hsa:3611
hsa:9514	reaction	True	arrow	False	blue	C02686
hsa:6772	expression	True	arrow	False	black	hsa:1447
hsa:4214	phosphorylation	True	circle	True	black	hsa:5605
hsa:657	activation	True	arrow	False	black	hsa:4086
hsa:5058	activation	True	arrow	False	black	hsa:7003
hsa:7481	activation	True	arrow	False	black	hsa:11211
hsa:5340	inhibition	True	circle	False	black	hsa:102723407
C00031	reaction	True	arrow	False	blue	hsa:8972
C16608	reaction	True	arrow	False	blue	hsa:4128
hsa:1633	reaction	True	arrow	False	blue	C00020
hsa:5578	activation	True	arrow	False	black	hsa:59341
hsa:5578	indirect effect	True	arrow	True	black	hsa:4323
C00750	reaction	True	arrow	False	blue	hsa:54498
hsa:30009	repression	True	circle	False	black	hsa:3565
hsa:2740	activation	True	arrow	False	black	hsa:2778
hsa:4772	expression	True	arrow	False	black	hsa:3559
hsa:7841	reaction	True	arrow	False	blue	G00009
C00978	reaction	True	arrow	False	blue	hsa:438
hsa:9542	activation	True	arrow	False	black	hsa:2066
hsa:814	inhibition	True	circle	False	black	hsa:107
C00025	reaction	True	arrow	False	blue	hsa:124975
hsa:27330	inhibition	True	circle	False	black	hsa:7248
hsa:2799	reaction	True	arrow	False	blue	G13073
hsa:7786	phosphorylation	True	circle	True	black	hsa:5609
hsa:1543	reaction	True	arrow	False	blue	C06790
hsa:5599	activation	True	arrow	False	black	hsa:2002
hsa:10390	reaction	True	arrow	False	blue	C05676
hsa:3320	activation	True	arrow	False	black	hsa:11035
hsa:2932	inhibition	True	circle	False	black	hsa:1499
hsa:4842	reaction	True	arrow	False	blue	C00327
hsa:5566	inhibition	True	circle	False	black	hsa:5894
C00410	reaction	True	arrow	False	blue	hsa:6715
hsa:102723407	binding/association	False	NA	False	black	hsa:2205
hsa:3265	activation	True	arrow	False	black	hsa:4215
hsa:11238	reaction	True	arrow	False	blue	C00288
C00957	reaction	True	arrow	False	blue	hsa:4357
hsa:406910	inhibition	True	circle	False	black	hsa:2261
C00864	reaction	True	arrow	False	blue	hsa:53354
hsa:1543	reaction	True	arrow	False	blue	C19489
G00005	reaction	True	arrow	False	blue	hsa:85365
hsa:6470	reaction	True	arrow	False	blue	C00101
hsa:23193	reaction	True	arrow	False	blue	G00010
C00257	reaction	True	arrow	False	blue	hsa:9104
hsa:138429	reaction	True	arrow	False	blue	C01277
hsa:4233	activation	True	arrow	False	black	hsa:2549
hsa:1906	activation	True	arrow	False	black	hsa:1910
hsa:5599	expression	True	arrow	False	black	hsa:100137049
hsa:248	reaction	True	arrow	False	blue	C01081
hsa:2052	reaction	True	arrow	False	blue	C14787
hsa:965	activation	True	arrow	False	black	hsa:914
hsa:3292	reaction	True	arrow	False	blue	C05141
hsa:3725	expression	True	arrow	False	black	hsa:8739
C01419	reaction	True	arrow	False	blue	hsa:494143
hsa:7067	expression	True	arrow	False	black	hsa:4851
hsa:1589	reaction	True	arrow	False	blue	C03205
hsa:5566	activation	True	arrow	False	black	hsa:1385
hsa:7157	expression	True	arrow	False	black	hsa:578
hsa:2353	expression	True	arrow	False	black	hsa:8739
hsa:2526	reaction	True	arrow	False	blue	G00089
hsa:2242	activation	True	arrow	False	black	hsa:1808
G01945	reaction	True	arrow	False	blue	hsa:2588
C00153	reaction	True	arrow	False	blue	hsa:4837
C19488	reaction	True	arrow	False	blue	hsa:1543
G13074	reaction	True	arrow	False	blue	hsa:3073
hsa:11186	activation	True	arrow	False	black	hsa:6789
hsa:10720	reaction	True	arrow	False	blue	C00167
hsa:8473	glycosylation	True	circle	True	black	hsa:10062
hsa:6772	expression	True	arrow	False	black	hsa:8600
hsa:5599	activation	True	arrow	False	black	hsa:100132074
hsa:7189	activation	True	arrow	False	black	hsa:6416
hsa:1956	binding/association	False	NA	False	black	hsa:2064
C00588	reaction	True	arrow	False	blue	hsa:1119
hsa:5335	binding/association	False	NA	False	black	hsa:27040
hsa:7057	inhibition	True	circle	False	black	hsa:4318
C04633	reaction	True	arrow	False	blue	hsa:2194
C00239	reaction	True	arrow	False	blue	hsa:1635
hsa:22800	activation	True	arrow	False	black	hsa:9459
hsa:5160	reaction	True	arrow	False	blue	C00068
hsa:5594	inhibition	True	circle	False	black	hsa:5130
hsa:4286	expression	True	arrow	False	black	hsa:1638
C00187	reaction	True	arrow	False	blue	hsa:412
hsa:2990	reaction	True	arrow	False	blue	C03033
hsa:119391	reaction	True	arrow	False	blue	C14864
hsa:1583	reaction	True	arrow	False	blue	C02373
hsa:8733	reaction	True	arrow	False	blue	G13045
hsa:10488	expression	True	arrow	False	black	hsa:1026
hsa:8649	binding/association	False	NA	False	black	hsa:5605
hsa:3811	activation	True	arrow	False	black	hsa:5781
C00153	reaction	True	arrow	False	blue	hsa:10135
hsa:5130	reaction	True	arrow	False	blue	C05674
hsa:51561	activation	True	arrow	False	black	hsa:149233
hsa:115201	activation	True	arrow	False	black	hsa:11337
hsa:5371	expression	True	arrow	False	black	hsa:3728
hsa:4254	activation	True	arrow	False	black	hsa:3815
hsa:54205	activation	True	arrow	False	black	hsa:842
hsa:6477	indirect effect	True	arrow	True	black	hsa:54205
C00267	reaction	True	arrow	False	blue	hsa:3098
hsa:5594	expression	True	arrow	False	black	hsa:1019
hsa:7416	binding/association	False	NA	False	black	hsa:706
C03819	reaction	True	arrow	False	blue	hsa:253558
hsa:283459	reaction	True	arrow	False	blue	C06113
C02700	reaction	True	arrow	False	blue	hsa:8942
hsa:217	reaction	True	arrow	False	blue	C00099
hsa:1543	reaction	True	arrow	False	blue	C05141
hsa:5566	activation	True	arrow	False	black	hsa:5207
hsa:5566	inhibition	True	circle	False	black	hsa:340156
hsa:3818	activation	True	arrow	False	black	hsa:3827
hsa:23035	inhibition	True	circle	False	black	hsa:10000
hsa:7100	activation	True	arrow	False	black	hsa:4615
hsa:6898	reaction	True	arrow	False	blue	C00079
hsa:6898	reaction	True	arrow	False	blue	C00082
hsa:1594	reaction	True	arrow	False	blue	C01561
hsa:1398	activation	True	arrow	False	black	hsa:1793
hsa:4915	activation	True	arrow	False	black	hsa:10019
hsa:6342	reaction	True	arrow	False	blue	C05337
hsa:83700	binding/association	False	NA	False	black	hsa:83700
hsa:3725	activation	True	arrow	False	black	hsa:3606
hsa:5594	activation	True	arrow	False	black	hsa:4609
hsa:1436	activation	True	arrow	False	black	hsa:3667
hsa:5058	indirect effect	True	arrow	True	black	hsa:6416
hsa:84890	reaction	True	arrow	False	blue	C00519
hsa:80270	reaction	True	arrow	False	blue	C17337
C05212	reaction	True	arrow	False	blue	hsa:100137049
hsa:581	activation	True	arrow	False	black	hsa:54205
hsa:55577	reaction	True	arrow	False	blue	C00140
hsa:56954	reaction	True	arrow	False	blue	C00036
hsa:2766	reaction	True	arrow	False	blue	C00130
hsa:5515	inhibition	True	circle	False	black	hsa:5604
hsa:586	reaction	True	arrow	False	blue	C00407
hsa:1520	activation	True	arrow	False	black	hsa:5993
C03688	reaction	True	arrow	False	blue	hsa:60496
hsa:5588	activation	True	arrow	False	black	hsa:11337
hsa:22800	activation	True	arrow	False	black	hsa:10928
hsa:10998	reaction	True	arrow	False	blue	C17345
hsa:5594	activation	True	arrow	False	black	hsa:3091
hsa:64127	activation	True	arrow	False	black	hsa:22861
hsa:10965	reaction	True	arrow	False	blue	C06427
hsa:1376	reaction	True	arrow	False	blue	C00154
G13082	reaction	True	arrow	False	blue	hsa:9486
hsa:2353	expression	True	arrow	False	black	hsa:2919
C00014	reaction	True	arrow	False	blue	hsa:2752
hsa:5584	activation	True	arrow	False	black	hsa:6517
hsa:317	missing interaction	True	arrow	True	black	hsa:842
hsa:2936	reaction	True	arrow	False	blue	C00006
C01794	reaction	True	arrow	False	blue	hsa:10998
hsa:1892	reaction	True	arrow	False	blue	C03460
hsa:1432	activation	True	arrow	False	black	hsa:2099
hsa:1675	activation	True	arrow	False	black	hsa:718
hsa:4908	activation	True	arrow	False	black	hsa:4804
hsa:6723	reaction	True	arrow	False	blue	C00134
hsa:8708	reaction	True	arrow	False	blue	G00037
hsa:9821	activation	True	arrow	False	black	hsa:55054
hsa:197257	reaction	True	arrow	False	blue	C00022
C05446	reaction	True	arrow	False	blue	hsa:1593
hsa:3725	expression	True	arrow	False	black	hsa:3566
hsa:2475	activation	True	arrow	False	black	hsa:5468
C14813	reaction	True	arrow	False	blue	hsa:1573
C01179	reaction	True	arrow	False	blue	hsa:4282
hsa:2052	reaction	True	arrow	False	blue	C19607
C01290	reaction	True	arrow	False	blue	hsa:2720
C00042	reaction	True	arrow	False	blue	hsa:6389
hsa:1398	activation	True	arrow	False	black	hsa:5829
hsa:25805	inhibition	True	circle	False	black	hsa:90
hsa:3091	activation	True	arrow	False	black	hsa:1119
C00105	reaction	True	arrow	False	blue	hsa:5167
C00363	reaction	True	arrow	False	blue	hsa:377841
hsa:2353	expression	True	arrow	False	black	hsa:414062
hsa:10449	reaction	True	arrow	False	blue	C01944
hsa:4286	expression	True	arrow	False	black	hsa:7306
hsa:5578	activation	True	arrow	False	black	hsa:7849
hsa:1812	activation	True	arrow	False	black	hsa:2774
hsa:4261	activation	True	arrow	False	black	hsa:5993
hsa:5594	expression	True	arrow	False	black	hsa:5328
hsa:6714	inhibition	True	circle	False	black	hsa:1499
hsa:5335	compound	True	arrow	False	blue	hsa:5578
C00136	reaction	True	arrow	False	blue	hsa:10449
C01561	reaction	True	arrow	False	blue	hsa:120227
hsa:5578	activation	True	arrow	False	black	hsa:107
hsa:23462	expression	True	arrow	False	black	hsa:595
hsa:4318	inhibition	True	circle	False	black	hsa:6382
hsa:171389	binding/association	False	NA	False	black	hsa:29108
hsa:7389	reaction	True	arrow	False	blue	C03263
C04618	reaction	True	arrow	False	blue	hsa:2194
hsa:6907	binding/association	False	NA	False	black	hsa:10297
hsa:978	reaction	True	arrow	False	blue	C00526
hsa:1576	reaction	True	arrow	False	blue	C14849
hsa:8644	reaction	True	arrow	False	blue	C04295
hsa:154807	reaction	True	arrow	False	blue	C00828
hsa:56998	inhibition	True	circle	False	black	hsa:1499
C05258	reaction	True	arrow	False	blue	hsa:1892
hsa:1604	activation	True	arrow	False	black	hsa:25
hsa:942	activation	True	arrow	False	black	hsa:940
hsa:8458	expression	True	arrow	False	black	hsa:7038
hsa:6885	activation	True	arrow	False	black	hsa:1147
C01079	reaction	True	arrow	False	blue	hsa:5498
hsa:2539	reaction	True	arrow	False	blue	C00005
hsa:4301	activation	True	arrow	False	black	hsa:1500
hsa:3702	binding/association	False	NA	False	black	hsa:3937
hsa:1583	reaction	True	arrow	False	blue	C05138
hsa:1385	expression	True	arrow	False	black	hsa:5972
hsa:1612	missing interaction	True	arrow	True	black	hsa:5594
hsa:4846	activation	True	arrow	False	black	hsa:1432
hsa:51091	reaction	True	arrow	False	blue	C05172
hsa:34	reaction	True	arrow	False	blue	C02593
hsa:6309	reaction	True	arrow	False	blue	C15783
C00836	reaction	True	arrow	False	blue	hsa:427
hsa:5578	compound	True	arrow	False	blue	hsa:5335
C01134	reaction	True	arrow	False	blue	hsa:60490
hsa:406938	inhibition	True	circle	False	black	hsa:4325
hsa:5599	expression	True	arrow	False	black	hsa:3606
hsa:841	binding/association	False	NA	False	black	hsa:29108
hsa:5594	inhibition	True	circle	False	black	hsa:100132074
C16453	reaction	True	arrow	False	blue	hsa:3290
C02356	reaction	True	arrow	False	blue	hsa:2729
hsa:1544	reaction	True	arrow	False	blue	C14825
C03772	reaction	True	arrow	False	blue	hsa:1109
hsa:7421	expression	True	arrow	False	black	hsa:793
hsa:406983	inhibition	True	circle	False	black	hsa:23414
hsa:9855	activation	True	arrow	False	black	hsa:998
C03546	reaction	True	arrow	False	blue	hsa:3628
hsa:7186	activation	True	arrow	False	black	hsa:153090
hsa:5728	inhibition	True	circle	False	black	hsa:5290
C00468	reaction	True	arrow	False	blue	hsa:6783
C00199	reaction	True	arrow	False	blue	hsa:6120
hsa:6295	inhibition	True	circle	False	black	hsa:6010
hsa:5747	activation	True	arrow	False	black	hsa:5290
hsa:3815	activation	True	arrow	False	black	hsa:25759
hsa:153129	activation	True	arrow	False	black	hsa:10542
hsa:408	binding/association	False	NA	False	black	hsa:10663
C05487	reaction	True	arrow	False	blue	hsa:3283
hsa:27330	activation	True	arrow	False	black	hsa:5499
hsa:7157	activation	True	arrow	False	black	hsa:581
C00459	reaction	True	arrow	False	blue	hsa:10714
hsa:22856	reaction	True	arrow	False	blue	G00160
hsa:23411	activation	True	arrow	False	black	hsa:2308
C16167	reaction	True	arrow	False	blue	hsa:9415
hsa:55808	reaction	True	arrow	False	blue	G00035
hsa:4908	activation	True	arrow	False	black	hsa:4914
hsa:2931	inhibition	True	circle	False	black	hsa:2903
C03201	reaction	True	arrow	False	blue	hsa:10390
hsa:406979	inhibition	True	circle	False	black	hsa:7057
hsa:10681	inhibition	True	circle	False	black	hsa:773
C00037	reaction	True	arrow	False	blue	hsa:290
hsa:65018	activation	True	arrow	False	black	hsa:7314
hsa:57620	activation	True	arrow	False	black	hsa:80228
hsa:2582	reaction	True	arrow	False	blue	C00029
hsa:218	reaction	True	arrow	False	blue	C00033
hsa:3600	binding/association	False	NA	False	black	hsa:3601
hsa:8767	activation	True	arrow	False	black	hsa:10454
hsa:56288	binding/association	False	NA	False	black	hsa:50855
hsa:1163	activation	True	arrow	False	black	hsa:6502
hsa:7494	activation	True	arrow	False	black	hsa:1649
hsa:5580	activation	True	arrow	False	black	hsa:5599
hsa:1892	reaction	True	arrow	False	blue	C05258
hsa:25759	activation	True	arrow	False	black	hsa:6714
C00327	reaction	True	arrow	False	blue	hsa:445
hsa:1743	reaction	True	arrow	False	blue	C16254
C00361	reaction	True	arrow	False	blue	hsa:2987
hsa:999	activation	True	arrow	False	black	hsa:1499
C00077	reaction	True	arrow	False	blue	hsa:4942
hsa:5734	activation	True	arrow	False	black	hsa:2778
hsa:9138	binding/association	False	NA	False	black	hsa:387
hsa:5336	compound	True	arrow	False	blue	hsa:5579
hsa:5777	inhibition	True	circle	False	black	hsa:3716
hsa:8651	inhibition	True	circle	False	black	hsa:3716
hsa:5515	inhibition	True	circle	False	black	hsa:5578
hsa:131669	reaction	True	arrow	False	blue	C03680
C15869	activation	True	arrow	False	black	hsa:10316
hsa:4916	activation	True	arrow	False	black	hsa:25759
hsa:2052	reaction	True	arrow	False	blue	C06205
hsa:1950	activation	True	arrow	False	black	hsa:2064
C05266	reaction	True	arrow	False	blue	hsa:3030
hsa:811	inhibition	True	circle	False	black	hsa:712
hsa:998	activation	True	arrow	False	black	hsa:10163
hsa:5566	inhibition	True	circle	False	black	hsa:3760
hsa:1729	indirect effect	True	arrow	True	black	hsa:60
hsa:5747	activation	True	arrow	False	black	hsa:9181
hsa:3931	reaction	True	arrow	False	blue	C00157
C04635	reaction	True	arrow	False	blue	hsa:254531
hsa:4214	activation	True	arrow	False	black	hsa:4790
hsa:11211	binding/association	False	NA	False	black	hsa:2239
hsa:406971	inhibition	True	circle	False	black	hsa:5578
hsa:5019	reaction	True	arrow	False	blue	C00332
hsa:4860	reaction	True	arrow	False	blue	C00147
hsa:100132074	expression	True	arrow	False	black	hsa:114907
C01026	reaction	True	arrow	False	blue	hsa:29958
hsa:4851	activation	True	arrow	False	black	hsa:113878
hsa:406935	inhibition	True	circle	False	black	hsa:6654
hsa:25796	reaction	True	arrow	False	blue	C00345
hsa:1855	indirect effect	True	arrow	True	black	hsa:5879
hsa:7535	activation	True	arrow	False	black	hsa:25759
hsa:7168	binding/association	False	NA	False	black	hsa:70
hsa:1432	expression	True	arrow	False	black	hsa:2919
C00268	reaction	True	arrow	False	blue	hsa:5092
hsa:10229	reaction	True	arrow	False	blue	C17562
hsa:22800	activation	True	arrow	False	black	hsa:11186
hsa:5879	activation	True	arrow	False	black	hsa:5290
hsa:8600	activation	True	arrow	False	black	hsa:8792
hsa:3725	expression	True	arrow	False	black	hsa:1906
hsa:2885	activation	True	arrow	False	black	hsa:22800
hsa:11127	activation	True	arrow	False	black	hsa:2735
hsa:5900	activation	True	arrow	False	black	hsa:5337
hsa:1312	reaction	True	arrow	False	blue	C05588
hsa:3065	repression	True	circle	False	black	hsa:2353
hsa:149233	activation	True	arrow	False	black	hsa:6774
hsa:5728	reaction	True	arrow	False	blue	C04637
hsa:7189	activation	True	arrow	False	black	hsa:1432
hsa:124583	reaction	True	arrow	False	blue	C00105
hsa:4760	expression	True	arrow	False	black	hsa:2645
hsa:10690	reaction	True	arrow	False	blue	G00084
C00319	reaction	True	arrow	False	blue	hsa:125981
hsa:5610	activation	True	arrow	False	black	hsa:8737
hsa:5290	activation	True	arrow	False	black	hsa:5337
hsa:166929	reaction	True	arrow	False	blue	C00195
hsa:9175	phosphorylation	True	circle	True	black	hsa:5609
C00229	reaction	True	arrow	False	blue	hsa:2194
G00146	reaction	True	arrow	False	blue	hsa:23556
hsa:117	activation	True	arrow	False	black	hsa:2767
hsa:34	reaction	True	arrow	False	blue	C01832
hsa:3633	reaction	True	arrow	False	blue	C04637
hsa:100132074	expression	True	arrow	False	black	hsa:1032
hsa:51719	activation	True	arrow	False	black	hsa:5562
C16609	reaction	True	arrow	False	blue	hsa:4128
hsa:64080	reaction	True	arrow	False	blue	C00117
hsa:2353	expression	True	arrow	False	black	hsa:3569
hsa:3030	reaction	True	arrow	False	blue	C05263
hsa:100526794	reaction	True	arrow	False	blue	C00387
hsa:137964	reaction	True	arrow	False	blue	C00093
hsa:4824	missing interaction	True	arrow	True	black	hsa:10000
hsa:258010	inhibition	True	circle	False	black	hsa:55968
hsa:122809	inhibition	True	circle	False	black	hsa:3717
hsa:231	reaction	True	arrow	False	blue	C01697
hsa:593	reaction	True	arrow	False	blue	C15972
hsa:84735	reaction	True	arrow	False	blue	C00135
hsa:2571	reaction	True	arrow	False	blue	C00334
hsa:7189	activation	True	arrow	False	black	hsa:5594
C15781	reaction	True	arrow	False	blue	hsa:1718
hsa:5997	inhibition	True	circle	False	black	hsa:2767
C00641	reaction	True	arrow	False	blue	hsa:113026
hsa:10018	inhibition	True	circle	False	black	hsa:596
hsa:5159	activation	True	arrow	False	black	hsa:2885
hsa:6373	activation	True	arrow	False	black	hsa:2833
hsa:4842	reaction	True	arrow	False	blue	C05933
hsa:130399	phosphorylation	True	circle	True	black	hsa:4087
C00320	reaction	True	arrow	False	blue	hsa:4357
hsa:1003	binding/association	False	NA	False	black	hsa:1003
G00036	reaction	True	arrow	False	blue	hsa:8708
hsa:10411	activation	True	arrow	False	black	hsa:1432
hsa:51347	activation	True	arrow	False	black	hsa:5606
hsa:4790	expression	True	arrow	False	black	hsa:3569
hsa:3065	inhibition	True	circle	False	black	hsa:23411
C00214	reaction	True	arrow	False	blue	hsa:1890
C05265	reaction	True	arrow	False	blue	hsa:10449
C03221	reaction	True	arrow	False	blue	hsa:1892
hsa:1962	reaction	True	arrow	False	blue	C03344
hsa:81030	activation	True	arrow	False	black	hsa:29110
hsa:3108	state change	True	circle	True	black	hsa:3108
C05274	reaction	True	arrow	False	blue	hsa:10449
hsa:9261	inhibition	True	circle	False	black	hsa:677
C00169	reaction	True	arrow	False	blue	hsa:790
C01194	reaction	True	arrow	False	blue	hsa:84992
hsa:886	activation	True	arrow	False	black	hsa:2767
hsa:406991	inhibition	True	circle	False	black	hsa:8626
C05141	reaction	True	arrow	False	blue	hsa:3292
